polarity,phrase,rating
neg,balcony door,7
neg,open tv work stay,7
pos,tea drink,7
pos,owner crossing delay hour,9
pos,location,10
pos,breakfast house,10
pos,good walk woodland path lead,10
pos,bessegem vg,10
pos,excellent transport connection house,10
pos,excellent view,10
neg,machine run room,7
neg,fact garden,7
neg,big garden view,7
neg,open guest robot mower,7
neg,short grass need,7
neg,extra short door bathroom bedroom,7
neg,real hard lot noise wake yar,7
neg,old daughter room,7
neg,warm weather thick wall thick wall,7
neg,dark house,7
neg,fit young child plate,7
neg,delicate stuff place,7
neg,open cabinet,7
neg,easy baby grasp,7
neg,thing high,7
neg,thing high chair use,7
pos,lot utensil,7
pos,ready use kitchen,7
pos,spacious house garden chair,7
pos,able use village,7
pos,quiet great shower tasty bottle wine,7
pos,host arrival,7
pos,room location,10
pos,excellent single traveller hospitality owner,10
neg,english descriiption menu,9
pos,language barrier,9
neg,loud public,7
neg,vehicle drive room street,7
pos,public transport,7
pos,location exposure,10
pos,breakfast delicious host,9
pos,kind bed,9
pos,comfortable sept,9
pos,previous review rebooke,10
pos,luxury room silence view,10
pos,perfect breakfast,10
neg,pillow bit lumpy,9
pos,amazing location,9
neg,separate middle,9
neg,construction noise,10
neg,small size room point,10
neg,need update,9
pos,excellent food,9
neg,bit center bus tram,8
neg,hotel train station minute,8
pos,good hotel,8
neg,thing shampoo bathroom liquid soap,10
pos,great place stay impress design hospitality,10
pos,comfortable bed sofa bed,10
pos,good host passionate,10
pos,ghent,10
pos,good possible service,10
pos,breakfast,10
pos,beautiful expectation,10
pos,large bed,10
pos,clean comfortable facility walk distance tram good restaurant,10
neg,nice placement tv,9
pos,comfortable clean tidy location good,9
neg,breakfast area morning bed,7
neg,guest conversation,7
neg,acoustic isolation,7
neg,bad sensible noise,7
pos,chic feeling,7
neg,park night stay night,7
neg,park site,7
neg,large group,7
neg,mistake charge night,7
neg,owner check,7
neg,min owner,7
pos,clean good facility,7
neg,downside stay lack,9
neg,sound insulation tv noise,9
neg,adjacent room,9
pos,renovate breakfast,9
pos,fantastic good value money,9
pos,good value,9
pos,excellent location,9
neg,hot exceptional night temperature,6
pos,bus connection city,6
pos,location,10
pos,luxury value,10
pos,good central location,7
pos,breakfeast,7
pos,reasonable staff helpful room,7
neg,windows,10
neg,fact drama,10
pos,amazing nice people,10
neg,main town minute station,8
pos,lovely hotel helpful staff check,8
pos,nice facility,8
neg,space room,8
neg,small people,8
pos,good breakfast,8
pos,clean room,8
pos,friendly staff,8
pos,breakfast,6
pos,perfect place breakfast,10
pos,aline,10
pos,friendly person,10
neg,clear beginning contact meeting adresse,8
pos,personal contact,8
neg,room good view,8
pos,nice staff,8
pos,great breakfast buffet,8
pos,confortable clean bedroom bathroom good location,8
pos,shop restaurant,8
pos,christmas,8
pos,market winter,8
pos,great location centre,7
pos,great buffet breakfast,7
pos,travel daughter,10
pos,easy,10
pos,lovely friendly host,10
pos,generous accommodation lot,10
pos,lovely extras,10
pos,easy,10
pos,train connection,10
pos,brugge christmas,10
pos,pretty village selection restaurant bakery,10
pos,chez pierrot,10
neg,nice design shower,10
neg,poor clean spacious water leak towel mat floor soak water reason stay feedback,10
pos,great minute walk train station,10
pos,nice visit area stay,10
pos,free map train station ticket area hotel,10
pos,list map neighborhood,10
pos,safe walk night bank cash,10
pos,short walk,10
pos,decent walk city center tram,10
pos,issue room,10
pos,open window,10
pos,fresh air train,10
pos,nearby issue,10
pos,quiet lovely ground hotel renovate issue,10
pos,management,10
pos,great job work,10
pos,hotel stay,10
pos,friendly staff,8
pos,spacious room good accessibility,8
neg,rear hotel,7
neg,time room overlook,7
neg,main road,7
neg,hot night window,7
neg,open noisey good price,7
neg,breakfast,7
pos,great place stay,8
neg,report cater english,9
neg,english breakfast earl grey,9
neg,freshly,9
neg,great breakfast,9
pos,diest,9
pos,beautiful countryside explore,9
neg,clean free bottle water,9
pos,friendly staff good location,9
pos,nice breakfast,9
pos,big comfartable room,9
neg,power socket side bed expesive breakfast,9
neg,euros,9
pos,bed,9
pos,comfortable hotel location,9
pos,excellent min walk,9
pos,main square,9
pos,nice view window,9
pos,expandable work table,9
pos,pierrot,10
pos,excellent beautiful room facility need breakfast,10
pos,egg choice lot delicious option,10
pos,salmon salad glass bubble owner,10
pos,nice sure need,10
pos,train station,10
neg,restaurant area,8
neg,cramp update,8
neg,interior beneficial,8
pos,central location,8
pos,friendly helpful staff,8
pos,good standard hotel,8
pos,nice clean room,8
neg,hotel service limit pandemy room,5
neg,cigarete bathroom shower show,5
neg,heavy exploitation,5
pos,quiet surround,5
pos,taste owner hotel,10
pos,friendly owner,10
pos,excellent house family,9
pos,clean nice owner,9
pos,suggestion thing visit area,9
neg,small shower,8
pos,good location,8
pos,modern neat staff,8
pos,nice slipper,8
neg,sauna,9
neg,room bit,9
pos,good bed,9
neg,time arrivel midnight,1
neg,family dinner evening,1
neg,available able contact,1
neg,mobile host pay cash,1
neg,breakfast home taxi,1
neg,car day hope,1
neg,refund asap,1
pos,clean brand,9
pos,new pleasant,9
neg,main road look,9
neg,heavy traffic bit noisy night,9
pos,nice light airy corner room,9
pos,tasteful modern style,9
pos,friendly terrace,9
pos,support local population good selection food beer etc helpful,9
pos,efficient staff,9
pos,breakfast,7
neg,city center,10
neg,nice village surround,10
pos,nice clean apartment kitchen equip,10
pos,late night reception work check,10
pos,internet connection good,10
neg,good shower water flow,7
pos,simple fuss,7
pos,spacious clean luxurious,10
pos,quiet excellent rain shower,10
pos,beautiful area place weekend getaway city life,10
pos,easy accessible night,10
pos,easy hostess,10
pos,stayd friend house room quest house,10
pos,free cold beer friger,10
pos,day foot heaven,10
pos,good location good service helpful staff,9
neg,sofa bed bit,9
neg,hard room,9
pos,great location,9
neg,great lounge area,9
neg,coffee drink,9
neg,breakfast room,9
pos,great location station,9
pos,lovely area stroll,9
pos,quiet location noise train,9
pos,nearby inaudible window,9
pos,close window,9
pos,open train run night,9
pos,real problem helpful host,9
pos,location good room,7
neg,sort petrol station wonder issue,7
pos,coffee etc room,7
pos,free downstairs,7
pos,prefect,10
pos,clean comfortable need,10
pos,close city center,10
pos,nice helpful staff,10
pos,perfect ground floor house,10
pos,room kitchen shower room garden,10
pos,clean host,10
pos,nice guy stay,10
pos,sure time,10
pos,sharon,9
pos,notch host sweetest,9
pos,sincere owner meet,9
pos,attention pay detail experience location min cycle,9
pos,diest,9
pos,perfect travel bike,9
pos,great little grocery store minute walk,9
pos,need provision water tea coffee milk tea coffee beer,9
pos,available kitchen,9
pos,sharon,9
pos,chocolate bed,9
pos,room downside,9
pos,bathroom issue visit guest night notice book,9
pos,sharon,9
pos,effort work robe room guest transit facility use,9
pos,available sign door space storage toiletry etc,9
pos,room bathroom,9
pos,breakfast,9
pos,excellent attention pay detail aspect stay,9
pos,thoughtful helpful staff good breakfast,10
neg,breakfast person,9
neg,robbery,9
neg,variety breakfast,9
pos,kind stuff,9
pos,good service,10
neg,antwerp harbour,7
neg,harbour,7
neg,insight hotel situate road network volume traffic night day,7
neg,noise traffic truck,7
neg,sound horn travel high speed night stay,7
neg,uncomfortable cross road,7
neg,min tramline road hotel,7
neg,suitable family,7
neg,air,7
neg,kind room hotel,7
neg,late day,7
neg,hot hotel spoilt stay,7
pos,excellent helpful breakfast,7
pos,average continental room,7
pos,friendly communal room,7
pos,excellent free coffee,7
pos,service hotel,7
pos,free table tennis,7
pos,free pool table,7
pos,excellent facility relaxation communal tv area stay hotel,7
neg,score apartment view window point,9
neg,great place stay,9
pos,clean comfortable apartment,9
pos,modern design,9
pos,kitchen stuff,9
pos,clean new good news supermarket building work hour cafe visit cafe look menu,9
neg,confusion tax payment,7
pos,quietness,7
pos,spacious room,9
pos,great location minute drive train station,9
pos,grand place city centre,9
neg,basic breakfast price,9
pos,good location,9
pos,ghent,9
pos,minute walk monument,9
pos,interesting place,9
pos,beautiful view,9
pos,saint nicholas,9
pos,belfort,9
pos,city center ambient room window,9
pos,comfortable clean room,9
pos,nice shower,9
pos,friendly professional staff good price,9
neg,soft mattress sleep,9
neg,baby beware hotel,9
neg,close train station earplug,9
pos,wonderful breakfast yummy jam,9
pos,nice spacious room bathroom,9
pos,huge shower,9
pos,massive bed,9
pos,tempur,9
pos,lovely little garden,9
neg,attitude owner,6
pos,room comfy good shower,6
pos,clean lovely friendly staff,10
pos,time stay,10
pos,place high quality price,9
pos,location amaize train station,9
pos,close minute walk,9
pos,grand place,9
pos,manneken pis christmas,9
pos,market minute walk,9
neg,desk staff,7
neg,old fellow disintereste,7
neg,young man supportive need,7
pos,gent,7
pos,quiet street,7
neg,train track road bit irritation,9
pos,gent,9
pos,train station,9
pos,comfortable bed,9
pos,clean room,9
neg,hot room noisy,7
pos,clean room,7
pos,clean bathroom,7
neg,high kind place,9
pos,general hotel expectation,9
pos,clean need,9
pos,towel bath utensil coffee tea bed,9
pos,comfortable staff,9
pos,amiable breakfast,8
pos,excellent free shuttle te airport,8
pos,host aline,10
pos,nice helpfull,10
pos,breakfast,10
pos,fantastic room equip water tv supermarket,10
pos,bakery gasstation,10
pos,location,9
pos,breakfast price park day good,9
neg,lot book,8
neg,space way route,8
neg,large soooo,8
pos,friendly staff,8
pos,satisfactory breakfast waffle,8
pos,omelet,8
pos,spacious person,8
pos,excellent cleanliness,8
pos,visit university,9
pos,ghent astoria,9
pos,station hotel,9
pos,convenient travel train room,9
pos,clean nice good value,10
pos,excellent breakfast,10
neg,way city tram service,8
pos,breakfast,8
pos,excellent wide range,8
pos,great metro station city center room,9
pos,spacious clean hairdryer,9
pos,clean towel tv,9
pos,kettle cutlery room,9
neg,shuttle hour airport hotel,7
neg,lot hour,7
pos,ash,10
pos,old furniture,10
pos,excellent breakfast high quality,10
pos,regional food,10
neg,cleanliness room example lot dust bed,9
neg,decorative element,9
neg,wall room staff bathrobe slipper room,9
neg,tea packet,9
pos,marivaux,9
pos,spacious room stuff need,9
pos,free coffee tea tea pot bathrobes slipper,9
pos,supreme breakfast,9
pos,special important point,9
pos,nice hotel staff lot question request,9
pos,euro,9
pos,night prolong checkout time till cost,9
pos,euro,9
pos,baby cot,9
pos,refuse hotel staff,9
neg,breakfast area,7
neg,busy family,7
pos,location,7
pos,main priority center,7
pos,noise reception staff,7
pos,items,9
pos,small piece,9
pos,handmade stuff,9
neg,wifi,5
neg,signal weak,5
neg,wifi,5
neg,wifi,5
neg,room rate recalculate staff,5
neg,wine opener,5
neg,restaurant wine opener,5
neg,socket room,6
pos,breakfast delicious,6
pos,clean spacious comfortable quiet area mini market grocery thereabout,9
pos,metro,9
pos,close station,9
neg,hotel saturday,8
neg,available pm,8
neg,previous visit issue,8
neg,weekend hotel estimate occupancy saturday room,8
neg,clean ready new staff member,8
neg,occupancy room hour,8
neg,belgium,8
neg,long free euro day fee addition,8
neg,ibis,8
neg,town hotel,8
pos,breakfast,8
pos,term staff,8
pos,repeat business,8
pos,sympathetic owner marvelous breakfast,9
pos,clean quiet room word,9
neg,poor water,9
pos,coffee,9
neg,acommodation room look bit,9
pos,excellent breakfast delicious staff,9
pos,friendly helpful,9
neg,gent february,9
neg,low end,9
neg,belgium,9
neg,beautiful country,9
neg,gent bruges,9
pos,big room,9
pos,fine room,9
pos,clean bed,9
pos,luggage reception check,9
pos,alles,10
neg,basic shower bit,8
neg,small size m,8
pos,billiard table board game play,8
pos,free tea coffee room,8
pos,quiet bed,8
neg,windy night window,8
neg,awake time,8
pos,great location,8
pos,clean great communication host,8
pos,great staff,9
pos,great home base,9
pos,blankenberge,9
neg,distant city center,7
pos,big room balcony,7
neg,time schedule bus shuttle,8
pos,large room,8
neg,extra blanket people blanket,8
neg,separate blanket,8
pos,continental breakfast,8
pos,style accommodation host,8
neg,shower design,9
neg,difficult shower soak floor,9
pos,great able walk,9
pos,main sight,9
pos,public transportation room,9
pos,lay comfortable breakfast delicious lot option,9
neg,room general,7
neg,renovation bathroom,7
neg,long time,7
pos,great location,7
pos,big room good breakfast,7
pos,private vibe,8
pos,spacious quiet room garden view surprise bath jacuzzi,8
pos,extra cost,8
pos,min hotel,8
pos,city center,10
pos,quiet place,10
pos,nice helpfull host,10
pos,wife check,10
pos,alfa,10
pos,inn hotel,10
pos,blankenberge,10
pos,beautiful room wow room,10
pos,amazing lady desk helpful kind surprise breakfast basket,10
pos,big eater struggle,10
pos,star place,10
pos,deserve star staff,10
pos,alfa,10
pos,inn hotel thumb wan na stay,10
pos,blankenberge,10
pos,alfa,10
pos,inn hotel,10
neg,option cafe restaurant,9
neg,bistro pizeria hotel,9
neg,bit smile personel,7
pos,airport shuttle service,7
neg,order time breakfast room specify person time,9
neg,cutlery glass complain time,9
pos,facility location,9
neg,room stay,8
neg,area hotel,8
pos,hotel reception restaurant,8
pos,breakfast,8
pos,pretty good buffet choice,8
pos,hot cold food room stay,8
pos,comfortable hotel,8
pos,fantastic location lot good,8
pos,clean comfortable cousy good breakfast,8
pos,staff,8
pos,fast easy room,10
pos,wide choice tea coffee,10
pos,fresh fruit,10
pos,available day,10
pos,easy park house,10
pos,available minute walk city center,10
pos,close min,10
pos,distance host,10
pos,tatjana,10
pos,happy assist case question,10
pos,available phone day,10
pos,christmas,10
pos,time weekend,10
neg,complain place,10
pos,hotel airbnb type apartment good people girlfriend friend,10
pos,separate room floor,10
pos,spacious entire apartment,10
pos,clean owner,10
pos,nice helpful stay chance visit bruge,10
neg,absence kettle tea infusion bag cup grip fact fridge,10
neg,hotel work,10
neg,evening course online,10
neg,time order dinner list,10
neg,restaurant majority,10
neg,time dinner,10
neg,water fridge snack,10
neg,perfect furthermore absence kettle,10
